t level outflow out_valve setpoint in_valve delta_t error
51.3819 0.496 0.417 0.5882 0.5 0.6 0.1056 0.004
51.486 0.496 0.416 0.5868 0.5 0.6 0.1026 0.004
51.5882 0.496 0.415 0.5854 0.5 0.6 0.101 0.004
51.6898 0.496 0.414 0.584 0.5 0.6 0.1027 0.004
51.7903 0.497 0.413 0.6005 0.5 0.6 0.1018 0.003
51.8905 0.497 0.412 0.5945 0.5 0.6 0.1006 0.003
51.9889 0.496 0.413 0.5755 0.5 0.6 0.0987 0.004
52.0898 0.497 0.418 0.5971 0.5 0.6 0.1007 0.003
52.1898 0.497 0.415 0.5911 0.5 0.6 0.1 0.003
52.2919 0.497 0.411 0.5901 0.5 0.6 0.1 0.003
52.3924 0.497 0.416 0.589 0.5 0.6 0.1024 0.003
52.4918 0.496 0.416 0.57 0.5 0.6 0.099 0.004
52.5918 0.497 0.416 0.5916 0.5 0.6 0.1001 0.003
52.6923 0.497 0.412 0.5856 0.5 0.6 0.1009 0.003
52.7909 0.497 0.408 0.5846 0.5 0.6 0.0995 0.003
52.8897 0.497 0.412 0.5836 0.5 0.6 0.098 0.003
52.9893 0.497 0.412 0.5825 0.5 0.6 0.1004 0.003
53.0873 0.497 0.411 0.5815 0.5 0.6 0.0983 0.003
53.1875 0.497 0.411 0.5805 0.5 0.6 0.0989 0.003
53.2907 0.497 0.41 0.5794 0.5 0.6 0.1024 0.003
53.3943 0.497 0.409 0.5784 0.5 0.6 0.104 0.003
53.4922 0.497 0.409 0.5773 0.5 0.6 0.0994 0.003
53.5928 0.497 0.408 0.5763 0.5 0.6 0.0995 0.003
53.6923 0.497 0.407 0.5753 0.5 0.6 0.101 0.003
53.7928 0.497 0.407 0.5742 0.5 0.6 0.0995 0.003
53.8912 0.497 0.406 0.5732 0.5 0.6 0.0995 0.003
53.9903 0.497 0.405 0.5722 0.5 0.6 0.0982 0.003
54.0894 0.497 0.404 0.5712 0.5 0.6 0.0984 0.003
54.1909 0.497 0.404 0.5701 0.5 0.6 0.1013 0.003
54.2977 0.498 0.403 0.5868 0.5 0.6 0.1057 0.002
54.3967 0.497 0.402 0.5634 0.5 0.6 0.1013 0.003
54.4958 0.498 0.406 0.5854 0.5 0.6 0.098 0.002
54.5958 0.498 0.405 0.5796 0.5 0.6 0.0994 0.002
54.6987 0.498 0.406 0.5789 0.5 0.6 0.103 0.002
54.8039 0.498 0.408 0.5782 0.5 0.6 0.1 0.002
54.9048 0.498 0.408 0.5775 0.5 0.6 0.1054 0.002
55.0048 0.498 0.408 0.5768 0.5 0.6 0.1015 0.002
55.103 0.498 0.408 0.5762 0.5 0.6 0.0974 0.002
55.2048 0.498 0.407 0.5754 0.5 0.6 0.1036 0.002
55.3054 0.498 0.406 0.5748 0.5 0.6 0.0989 0.002
55.4069 0.498 0.406 0.5741 0.5 0.6 0.1004 0.002
55.5089 0.498 0.406 0.5734 0.5 0.6 0.102 0.002
55.6099 0.498 0.405 0.5727 0.5 0.6 0.0999 0.002
55.7103 0.498 0.405 0.572 0.5 0.6 0.1026 0.002
55.8088 0.498 0.404 0.5713 0.5 0.6 0.0994 0.002
55.9093 0.499 0.404 0.5886 0.5 0.6 0.099 0.001
56.008 0.498 0.403 0.5653 0.5 0.6 0.1005 0.002
56.11 0.499 0.405 0.5876 0.5 0.6 0.0984 0.001
56.2105 0.499 0.408 0.5822 0.5 0.6 0.1017 0.001
56.3104 0.499 0.406 0.5819 0.5 0.6 0.1013 0.001
56.4105 0.499 0.41 0.5815 0.5 0.6 0.0979 0.001
56.5088 0.499 0.411 0.5812 0.5 0.6 0.101 0.001
56.6084 0.499 0.41 0.5808 0.5 0.6 0.0989 0.001
56.7063 0.499 0.41 0.5805 0.5 0.6 0.0985 0.001
56.8049 0.499 0.41 0.5802 0.5 0.6 0.099 0.001
56.9068 0.499 0.41 0.5798 0.5 0.6 0.0995 0.001
57.0064 0.499 0.409 0.5795 0.5 0.6 0.101 0.001
57.1073 0.499 0.409 0.5791 0.5 0.6 0.0995 0.001
57.2087 0.499 0.409 0.5788 0.5 0.6 0.1015 0.001
57.3078 0.499 0.409 0.5784 0.5 0.6 0.1 0.001
57.4083 0.499 0.409 0.5781 0.5 0.6 0.0994 0.001
57.5054 0.499 0.408 0.5778 0.5 0.6 0.1 0.001
57.6047 0.499 0.408 0.5774 0.5 0.6 0.0983 0.001
57.7041 0.499 0.408 0.5771 0.5 0.6 0.0987 0.001
57.8029 0.499 0.408 0.5767 0.5 0.6 0.0991 0.001
57.9069 0.499 0.408 0.5764 0.5 0.6 0.0986 0.001
58.0069 0.5 0.407 0.5938 0.5 0.6 0.1053 0
58.1054 0.5 0.407 0.589 0.5 0.6 0.0993 0
58.2063 0.5 0.409 0.589 0.5 0.6 0.0999 0
58.305 0.5 0.415 0.589 0.5 0.6 0.1 0
58.4064 0.5 0.416 0.589 0.5 0.6 0.1004 0
58.5064 0.5 0.416 0.589 0.5 0.6 0.0991 0
58.6069 0.5 0.416 0.589 0.5 0.6 0.1 0
58.7059 0.5 0.416 0.589 0.5 0.6 0.1004 0
58.8046 0.5 0.416 0.589 0.5 0.6 0.0995 0
